Marque,Série,Modèle extérieur,Type,URL du document officiel ou portail,Type de document,Couverture confirmée,Niveau de confiance,Statut Deep Research,Anomalie ou limite,Source technique ENERGY STAR
MIRAGE,GALAXY,OGFH271C,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MIRAGE,GALAXY,OGFH351C,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MIRAGE,GALAXY,OGFH421C,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MIRAGE,MAGNUS,OMZH121C*,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MIRAGE,MAGNUS,OMZH121C,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MIRAGE,MAGNUS,OMZH181C*,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MIRAGE,MAGNUS,OMZH181C,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MIRAGE,MAGNUS,OMZH241C*,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MIRAGE,MAGNUS,OMZH241C,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,City Multi,PUMY-HL36NKMU***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/Multi-Zone%20Compatibility%20Reference%20Guide%202025.pdf,Guide compatibilité PDF,HL36/42/48 et L36/48/60; HL60 non confirmé,Moyenne,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,City Multi,PUMY-HL42NKMU***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/Multi-Zone%20Compatibility%20Reference%20Guide%202025.pdf,Guide compatibilité PDF,HL36/42/48 et L36/48/60; HL60 non confirmé,Moyenne,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,City Multi,PUMY-HL48NKMU***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/Multi-Zone%20Compatibility%20Reference%20Guide%202025.pdf,Guide compatibilité PDF,HL36/42/48 et L36/48/60; HL60 non confirmé,Moyenne,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,City Multi,PUMY-HL60NKMU***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/Multi-Zone%20Compatibility%20Reference%20Guide%202025.pdf,Guide compatibilité PDF,HL36/42/48 et L36/48/60; HL60 non confirmé,Moyenne,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,City Multi,PUMY-L36NKMU***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/Multi-Zone%20Compatibility%20Reference%20Guide%202025.pdf,Guide compatibilité PDF,HL36/42/48 et L36/48/60; HL60 non confirmé,Moyenne,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,City Multi,PUMY-L48NKMU***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/Multi-Zone%20Compatibility%20Reference%20Guide%202025.pdf,Guide compatibilité PDF,HL36/42/48 et L36/48/60; HL60 non confirmé,Moyenne,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,City Multi,PUMY-L60NKMU***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/Multi-Zone%20Compatibility%20Reference%20Guide%202025.pdf,Guide compatibilité PDF,HL36/42/48 et L36/48/60; HL60 non confirmé,Moyenne,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,M series,SUZ-AK30NLHZ***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/SM_PUZ_SUZ-AK24_48NLHZ_OCH870A.pdf,Manuel service PDF,SUZ-AK30/36 exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,M series,SUZ-AK36NLHZ***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/SM_PUZ_SUZ-AK24_48NLHZ_OCH870A.pdf,Manuel service PDF,SUZ-AK30/36 exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,M-Series,MUZ-HX18NL***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/SM_MSZ-HX09_24NL-CA1_OBH965A_FR.pdf,Manuel technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,M-Series,MUZ-HX18NLH2***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/SM_MSZ-HX09_24NL-CA1_OBH965A_FR.pdf,Manuel technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,M-Series,MUZ-HX24NL***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/SM_MSZ-HX09_24NL-CA1_OBH965A_FR.pdf,Manuel technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,M-Series,MUZ-HX24NLH2***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/SM_MSZ-HX09_24NL-CA1_OBH965A_FR.pdf,Manuel technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-HP36NKMU2***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-HP36NKMU2,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-HP42NKMU2***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-HP42NKMU2,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-HP48NKMU2***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-HP48NKMU2,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-P36NKMU3***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-P36NKMU4***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-P36NKMU4,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-P48NKMU3***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-P48NKMU4***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-P48NKMU4,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-P60NKMU3***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-P60NKMU4***,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsubishi Electric,S-Series,PUMY-P60NKMU4,ductless,https://www.mitsubishitechinfo.ca/sites/default/files/DB_PUMY-%28H%29P-NKMU%282%29%284%29_M-P0891A_202309.pdf,Databook PDF fabricant,PUMY HP/P exacts,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Mitsutomo,HO Series,HO-SZ36-LC-Q,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MOOVAIR,MSH Series,MSHEA09C2AN*,ductless,https://cdn.master.ca/documents/en/moovair/brochures/2026/Moovair_MSeries_202603_EN_V03.pdf,Brochure PDF 2026,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MOOVAIR,MSH Series,MSHEA12C2AN*,ductless,https://cdn.master.ca/documents/en/moovair/brochures/2026/Moovair_MSeries_202603_EN_V03.pdf,Brochure PDF 2026,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MOOVAIR,MSH Series,MSHEA18C2AN*,ductless,https://cdn.master.ca/documents/en/moovair/brochures/2026/Moovair_MSeries_202603_EN_V03.pdf,Brochure PDF 2026,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MOOVAIR,MSH Series,MSHMA09C2AN*,ductless,https://cdn.master.ca/documents/en/moovair/brochures/2026/Moovair_MSeries_202603_EN_V03.pdf,Brochure PDF 2026,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MOOVAIR,MSH Series,MSHMA12C2AN*,ductless,https://cdn.master.ca/documents/en/moovair/brochures/2026/Moovair_MSeries_202603_EN_V03.pdf,Brochure PDF 2026,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MOOVAIR,MSH Series,MSHMA18C2AN*,ductless,https://cdn.master.ca/documents/en/moovair/brochures/2026/Moovair_MSeries_202603_EN_V03.pdf,Brochure PDF 2026,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
MRCOOL,CEN Series | CENTRAL Series,CENTRAL-24-HP-C-230B00-O,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
MRCOOL,CEN Series | CENTRAL Series,CENTRAL-30-HP-C-230B00-O,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
MRCOOL,CENTRAL Series,CENTRAL-24-HP-C-230B00-O,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
MRCOOL,MVP Series,MVP-24-HP-C-230A00-O,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Napoleon,F Series,WSEHV2436BA1-C,central,https://www.napoleon.com/sites/default/files/hvac_products/R454B%20%20R410A%20Heat%20Pump%20-Tech%20Sheet_DIGITAL.pdf,Fiche technique PDF,Série et modèles -N,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Napoleon,F Series,WSEHV2436BA1-N,central,https://www.napoleon.com/sites/default/files/hvac_products/R454B%20%20R410A%20Heat%20Pump%20-Tech%20Sheet_DIGITAL.pdf,Fiche technique PDF,Série et modèles -N,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Napoleon,F Series,WSEHV4860BA1-N,central,https://www.napoleon.com/sites/default/files/hvac_products/R454B%20%20R410A%20Heat%20Pump%20-Tech%20Sheet_DIGITAL.pdf,Fiche technique PDF,Série et modèles -N,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Napoleon,WSC Series,WSCHV0024BA1-N,central,https://www.napoleon.com/en/ca/heating-cooling/products,Portail fabricant,Modèle non apparié à un PDF exact,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Napoleon,WSC Series,WSCHV0048BA1-N,central,https://www.napoleon.com/en/ca/heating-cooling/products,Portail fabricant,Modèle non apparié à un PDF exact,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
NOVAIR,Polar Series,LEA12SZ-454-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
NOVAIR,Polar Series,LEA12SZ-R32-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
NOVAIR,Polar Series,LEA18SZ-454-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
NOVAIR,Polar Series,LEA18SZ-R32-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
NOVAIR,Polar Series,LEA20-MZ-LCT- 454-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
NOVAIR,Polar Series,LEA20MZ-3P-454-O*,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
NOVAIR,Polar Series,LEA24SZ-454-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
NOVAIR,Polar Series,LEA27-MZ-LCT- 454-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
NOVAIR,Polar Series,LEA28MZ-4P-454-O*,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
NOVAIR,Polar Series,LEA36-MZ-LCT- 454-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
NOVAIR,Polar Series,LEA36MZ-5P-454-O*,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
NOVAIR,Polar Series,LEA48-MZ-LCT- 454-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
NOVAIR,Polar Series,LEA48MZ-6P-454-O*,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
NOVAIR,Polar Series,LEAO9SZ-454-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Ortech,Mini-spilt Ducted series,OAH-AHU18K-CH-O,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Ortech,Mini-spilt Ducted series,OAH-AHU24K-CH-O,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Ortech,Mini-spilt Ducted series,OAH-AHU30K-CH-O,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Ortech,Mini-spilt Ducted series,OAH-AHU36K-CH-O,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Ortech,Mini-spilt Ducted series,OAH-AHU48K-CH-O,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Ortech,Mini-spilt Ducted series,OAH-AHU60K-CH-O,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Ortech,Multi-spilt series,OAH-MZ18K-208-CH-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Ortech,Multi-spilt series,OAH-MZ18K-208-PR-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Ortech,Multi-spilt series,OAH-MZ24K-208-CH-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Ortech,Multi-spilt series,OAH-MZ24K-208-PR-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Ortech,Multi-spilt series,OAH-MZ36K-208-CH-O,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
